"Fusion Gene","Tumor Morphology","Tumor Location","Count"
"FCHSD2::GUCY1A2","Squamous cell carcinoma","Nasopharynx","1"
"FCHSD2::GLOD4","Squamous cell carcinoma","Oral cavity","1"
"FCHSD2::FAM168A","Multiple myeloma","","1"
"FCHSD2::FAM168A","Adenocarcinoma","Breast","1"
"FCHSD2::DTX4","Adenocarcinoma","Breast","1"
"FCHSD2::CHRM1","Adenocarcinoma","Ovary","1"
"FCHSD1::BRAF","Melanocytic neoplasm, special type","","1"
"FCHO2::TNPO1","Adenocarcinoma","Breast","1"
"FCHO2::SPINK6","Multiple myeloma","","1"
"FCGRT::RPL13A","Transitional cell carcinoma","Bladder","1"
"FCGRT::PRMT1","Adenocarcinoma","Ovary","1"
"FCGBP::PLEKHB2","Adenocarcinoma","Large intestine","1"
"FCF1::FOXN3","Squamous cell carcinoma","Lung","1"
"FBXW9::PRDX2","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FBXW8::SRI","Adenocarcinoma","Stomach","1"
"FBXW8::CHST11","Adenocarcinoma","Breast","1"
"FBXW8::CDK17","Adenocarcinoma","Pancreas","1"
"FBXW7::TMEM154","Adenocarcinoma","Breast","1"
"FBXW7::SETD7","Adenocarcinoma","Prostate","1"
"FBXW7::PITPNA","Multiple myeloma","","1"
"FBXW7::MGST2","Adenocarcinoma","Breast","1"
"FBXW7::INPP4B","Squamous cell carcinoma","Lung","1"
"FBXW7::CTNNA2","Multiple myeloma","","1"
"FBXW5::ENTPD2","Adenocarcinoma","Oesophagus","1"
"FBXW4::OGA","Adenocarcinoma","Breast","1"
"FBXW4::ARMH3","Adenocarcinoma","Stomach","1"
"FBXW2::NXNL2","Mesenchymal tumor, NOS","Unknown site","1"
"FBXW2::MEGF9","Squamous cell carcinoma","Lung","1"
"FBXW11::TTC33","Malignant melanoma","Skin","1"
"FBXW11::STK10","Adenocarcinoma","Ovary","1"
"FBXW11::RBM11","Malignant melanoma","Skin","1"
"FBXO8::PALLD","Mesenchymal tumor, NOS","Unknown site","1"
"FBXO7::PDPK1","Adenocarcinoma","Kidney","1"
"FBXO46::ZNF90","Adenocarcinoma","Oesophagus","1"
"FBXO46::SYMPK","Adenocarcinoma","Breast","1"
"FBXO46::MYBL1","Anaplastic large cell lymphoma, systemic type","","1"
"FBXO46::MEIOSIN","Diffuse large B-cell lymphoma","","1"
"FBXO46::LGALS4","Adenocarcinoma","Stomach","1"
"FBXO42::SPATA21","Malignant epithelial tumor, special type","Uterus, corpus","1"
"FBXO42::EPHA2","Squamous cell carcinoma","Uterus, cervix","1"
"FBXO42::CPLANE2","Adenocarcinoma","Prostate","1"
"FBXO38::MTREX","Malignant melanoma","Skin","1"
"FBXO38::CDC42SE2","Adenocarcinoma","Breast","1"
"FBXO34::SORCS3","Adenocarcinoma","Ovary","1"
"FBXO34::NID2","Adenocarcinoma","Lung","1"
"FBXO34::LGALS3","Adenocarcinoma","Ovary","1"
"FBXO33::CNGB3","Adenocarcinoma","Lung","1"
"FBXO32::ANXA13","Squamous cell carcinoma","Lung","1"
"FBXO32::ANXA13","Adenocarcinoma","Breast","1"
"FBXO31::USP10","Adenocarcinoma","Prostate","1"
"FBXO31::TTC28","Adenocarcinoma","Ovary","1"
"FBXO28::LYZL2","Squamous cell carcinoma","Oral cavity","1"
"FBXO28::LYZL2","Squamous cell carcinoma","Nasopharynx","1"
"FBXO27::RYR1","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FBXO25::BET1L","Gonadal stromal cell tumors","Ovary","1"
"FBXO21::CHPT1","Transitional cell carcinoma","Bladder","1"
"FBXO17::SIPA1L3","Adenocarcinoma","Ovary","1"
"FBXO17::NFE2L2","Adenocarcinoma","Liver","1"
"FBXO17::LGALS7","Adenocarcinoma","Uterus, corpus","1"
"FBXO17::ACTN4","Squamous cell carcinoma","Lung","1"
"FBXO16::ADAM32","Adenocarcinoma","Breast","1"
"FBXL7::TERT","Gonadal stromal cell tumors","Ovary","1"
"FBXL7::RETREG1","Adenocarcinoma","Breast","1"
"FBXL7::PTPN3","Mesenchymal tumor, NOS","Unknown site","1"
"FBXL7::NRDC","Mesenchymal tumor, NOS","Unknown site","1"
"FBXL7::MRPL51","Mesenchymal tumor, NOS","Unknown site","1"
"FBXL7::CDH10","Mesenchymal tumor, NOS","Unknown site","1"
"FBXL7::CCT5","Malignant epithelial tumor, special type","Uterus, corpus","1"
"FBXL7::AGXT2","Malignant melanoma","Skin","1"
"FBXL4::BTN3A3","Transitional cell carcinoma","Bladder","1"
"FBXL3::MYCBP2","Adenocarcinoma","Stomach","1"
"FBXL3::KLF5","Adenocarcinoma","Breast","1"
"FBXL20::WIPF2","Adenocarcinoma","Breast","1"
"FBXL20::UVRAG","Malignant epithelial tumor, special type","Uterus, corpus","1"
"FBXL20::TRIM49B","Adenocarcinoma","Breast","1"
"FBXL20::THRSP","Adenocarcinoma","Breast","1"
"FBXL20::TANC2","Adenocarcinoma","Breast","1"
"FBXL20::TADA2A","Adenocarcinoma","Large intestine","1"
"FBXL20::SYNRG","Adenocarcinoma","Breast","1"
"FBXL20::SOX5","Adenocarcinoma","Breast","1"
"FBXL20::SNX11","Adenocarcinoma","Breast","1"
"FBXL20::SNF8","Adenocarcinoma","Breast","1"
"FBXL20::RPL23","Adenocarcinoma","Breast","1"
"FBXL20::RHBDF2","Adenocarcinoma","Breast","1"
"FBXL20::PPM1E","Adenocarcinoma","Breast","1"
"FBXL20::PIP4K2B","Adenocarcinoma","Breast","1"
"FBXL20::ORMDL3","Adenocarcinoma","Ovary","1"
"FBXL20::KRT27","Transitional cell carcinoma","Bladder","1"
"FBXL20::INTS13","Adenocarcinoma","Breast","1"
"FBXL20::IKZF3","Adenocarcinoma","Ovary","1"
"FBXL20::GSDMB","Squamous cell carcinoma","Lung","1"
"FBXL20::GSDMB","Adenocarcinoma","Stomach","1"
"FBXL20::GRB7","Squamous cell carcinoma","Lung","1"
"FBXL20::FBXO47","Adenocarcinoma","Breast","1"
"FBXL20::ERBB2","Adenocarcinoma","Breast","1"
"FBXL20::CEP95","Adenocarcinoma","Breast","1"
"FBXL20::CEP112","Adenocarcinoma","Breast","1"
"FBXL20::CDK12","Adenocarcinoma","Stomach","1"
"FBXL20::CDK12","Adenocarcinoma","Oesophagus","1"
"FBXL20::CDC6","Adenocarcinoma","Breast","1"
"FBXL20::CD163L1","Adenocarcinoma","Breast","1"
"FBXL20::CASS4","Adenocarcinoma","Breast","1"
"FBXL20::CANT1","Adenocarcinoma","Breast","1"
"FBXL20::BTBD1","Mesenchymal tumor, NOS","Unknown site","1"
"FBXL20::ARL5C","Adenocarcinoma","Breast","1"
"FBXL20::ABRACL","Malignant epithelial tumor, special type","Adrenal","1"
"FBXL20::ABRACL","Embryonal nervous system tumor, special type","Adrenal","1"
"FBXL20::ABCA6","Adenocarcinoma","Breast","1"
"FBXL19::KRBOX5","Malignant melanoma","Skin","1"
"FBXL19::DNAAF8","Adenocarcinoma","Uterus, corpus","1"
"FBXL18::WDR83OS","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FBXL18::RNF216","Adenocarcinoma","Uterus, corpus","1"
"FBXL18::RNF216","Adenocarcinoma","Breast","1"
"FBXL18::PHF12","Adenocarcinoma","Oesophagus","1"
"FBXL18::ELFN1","Malignant melanoma","Skin","1"
"FBXL18::ACTB","Mature B-cell neoplasm, NOS","","1"
"FBXL18::ACTB","Adenocarcinoma","Pancreas","1"
"FBXL13::TSC22D1","Acute myeloid leukemia, NOS","","1"
"FBRSL1::SFSWAP","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FBRSL1::NOC4L","Mature B-cell neoplasm, NOS","","1"
"FBRSL1::NOC4L","Adenocarcinoma","Large intestine","1"
"FBRS::ZNF689","Squamous cell carcinoma","Lung","1"
"FBRS::AHSP","Adenocarcinoma","Ovary","1"
"FBN2::TMPRSS6","Malignant epithelial tumor, special type","Uterus, corpus","1"
"FBN1::URI1","Mesenchymal tumor, NOS","Unknown site","1"
"FBN1::TEX9","Mesothelioma","Pleura","1"
"FBN1::TEX9","Mesothelioma","Lung","1"
"FBN1::ROS1","Myxofibrosarcoma","Soft tissue","1"
"FBN1::EIF3B","Mesenchymal tumor, NOS","Unknown site","1"
"FBLN2::LMCD1","Adenocarcinoma","Ovary","1"
"FBLN1::PAK4","Squamous cell carcinoma","Lung","1"
"FBLIM1::EFHD2","Adenocarcinoma","Uterus, corpus","1"
"FBLIM1::DDI2","Germ cell tumor, NOS","Testis","1"
"FBL::SEC63","Germ cell tumor, NOS","Testis","1"
"FBL::RYR1","Malignant melanoma","Skin","1"
"FBF1::ACOX1","Adenocarcinoma","Kidney","1"
"FAXC::PDE4B","Adenocarcinoma","Gallbladder/Biliary system","1"
"FAXC::MYRFL","Mesenchymal tumor, NOS","Unknown site","1"
"FAXC::ASCC3","Adenocarcinoma","Pancreas","1"
"FAU::SRRM1","Adenocarcinoma","Prostate","1"
"FAT2::ATOX1","Squamous cell carcinoma","Lung","1"
"FAT1::USP6","Aneurysmal bone cyst","Skeleton","1"
"FAT1::STAT6","Adenocarcinoma","Stomach","1"
"FAT1::SORBS2","Squamous cell carcinoma","Uterus, cervix","1"
"FAT1::CFAP97","Squamous cell carcinoma","Oral cavity","1"
"FAT1::CFAP97","Squamous cell carcinoma","Nasopharynx","1"
"FAT1::ACSL1","Squamous cell carcinoma","Oral cavity","1"
"FASTKD5::LZTS3","Adenocarcinoma","Ovary","1"
"FASN::NUCKS1","Adenocarcinoma","Prostate","1"
"FASN::LOXL4","Malignant melanoma","Skin","1"
"FASN::CCDC57","Adenocarcinoma","Ovary","1"
"FARSA::SYCE2","Nonneoplastic epithelial disorder/lesion","Lung","1"
"FARSA::NARS2","Transitional cell carcinoma","Bladder","1"
"FARSA::EFCAB6","Squamous cell carcinoma","Uterus, cervix","1"
"FARSA::AP1G2","Squamous cell carcinoma","Oral cavity","1"
"FARS2::RREB1","Adenocarcinoma","Breast","1"
"FARS2::PHACTR1","Squamous cell carcinoma","Oral cavity","1"
"FARS2::KPNA4","Mesenchymal tumor, NOS","Unknown site","1"
"FARS2::HSD17B11","Adenocarcinoma","Ovary","1"
"FARS2::CDYL","Malignant melanoma","Skin","1"
"FARS2::BATF2","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FARP2::SEPTIN2","Adenocarcinoma","Lung","1"
"FARP2::PPP1R7","Adenocarcinoma","Ovary","1"
"FARP1::SLC15A1","Adenocarcinoma","Ovary","1"
"FARP1::SIAE","Adenocarcinoma","Breast","1"
"FARP1::NME1","Astrocytoma, grade I-II","Brain","1"
"FARP1::IPO5","Adenocarcinoma","Ovary","1"
"FARP1::GALR2","Malignant melanoma","Skin","1"
"FARP1::ABCC2","Adenocarcinoma","Ovary","1"
"FAR1::PSMB7","Adenocarcinoma","Breast","1"
"FANK1::STOX1","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FANCL::NRXN1","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","1"
"FANCD2::WDR93","Adenocarcinoma","Stomach","1"
"FANCD2::MTMR14","Adenocarcinoma","Breast","1"
"FANCD2::CINP","Adenocarcinoma","Breast","1"
"FANCD2::ARPC4","Malignant melanoma","Skin","1"
"FANCC::SLC28A3","Adenocarcinoma","Breast","1"
"FANCC::PTBP3","Fibroma","Soft tissue","1"
"FANCC::PSIP1","Adenocarcinoma","Kidney","1"
"FANCC::DDX31","Astrocytoma, grade I-II","Brain","1"
"FANCC::AOPEP","Squamous cell carcinoma","Oral cavity","1"
"FANCC::ACOT11","Squamous cell carcinoma","Nasopharynx","1"
"FANCA::ANKRD11","Adenocarcinoma","Stomach","1"
"FAM98C::SPINT2","Adenocarcinoma","Ovary","1"
"FAM98C::PPP5C","Mesenchymal tumor, NOS","Unknown site","1"
"FAM98B::FRMD5","Adenocarcinoma","Ovary","1"
"FAM98B::EFL1","Adenocarcinoma","Lung","1"
"FAM98A::BABAM2","Mesenchymal tumor, NOS","Unknown site","1"
"FAM91A1::TRMT12","Adenocarcinoma","Ovary","1"
"FAM91A1::CTDSP1","Adenocarcinoma","Breast","1"
"FAM86C1P::STX8","Malignant melanoma","Skin","1"
"FAM83H::ZFTRAF1","Adenocarcinoma","Kidney","1"
"FAM83G::TRIM16","Adenocarcinoma","Lung","1"
"FAM83G::GRAP","Squamous cell carcinoma","Oral cavity","1"
"FAM83G::ERCC6","Adenocarcinoma","Liver","1"
"FAM83F::FST","Squamous cell carcinoma","Lung","1"
"FAM83F::BAIAP2L2","Miscellaneous hematopoietic/lymphoid neoplasm, special type","","1"
"FAM83F::BAIAP2L2","Benign epithelial tumor, special type","Thyroid","1"
"FAM83E::HSD17B14","Adenocarcinoma","Stomach","1"
"FAM83B::HTR1E","Squamous cell carcinoma","Lung","1"
"FAM83A::LYN","Adenocarcinoma","Lung","1"
"FAM78B::RAB3IP","Mesenchymal tumor, NOS","Unknown site","1"
"FAM76A::WDTC1","Adenocarcinoma","Lung","1"
"FAM76A::GPR3","Adenocarcinoma","Stomach","1"
"FAM53B::NUAK2","Adenocarcinoma","Stomach","1"
"FAM53B::NKX1-2","Adenocarcinoma","Stomach","1"
"FAM53B::LY86","Adenocarcinoma","Ovary","1"
"FAM53B::BBIP1","Adenocarcinoma","Lung","1"
"FAM53A::STPG1","Transitional cell carcinoma","Bladder","1"
"FAM50B::PPP1R3G","Squamous cell carcinoma","Lung","1"
"FAM47E::TMEM184B","Adenocarcinoma","Ovary","1"
"FAM3D::EFHD2","Adenocarcinoma","Stomach","1"
"FAM3C::SUSD2","Adenocarcinoma","Breast","1"
"FAM3C::CADPS2","Adenocarcinoma","Breast","1"
"FAM234B::YBX3","Squamous cell carcinoma","Lung","1"
"FAM234B::TSPAN8","Mesenchymal tumor, NOS","Unknown site","1"
"FAM234B::TMEM52B::TTLL9","Adenocarcinoma","Prostate","1"
"FAM234A::LUC7L","Squamous cell carcinoma","Oral cavity","1"
"FAM234A::LUC7L","Squamous cell carcinoma","Nasopharynx","1"
"FAM234A::ALDOB","Adenocarcinoma","Liver","1"
"FAM228B::UBXN2A","Transitional cell carcinoma","Bladder","1"
"FAM228B::SNTG2","Malignant melanoma","Skin","1"
"FAM227B::FGF7","Squamous cell carcinoma","Lung","1"
"FAM222B::VPS35L","Adenocarcinoma","Ovary","1"
"FAM222B::TRIM37","Adenocarcinoma","Large intestine","1"
"FAM222B::TLCD1","Squamous cell carcinoma","Lung","1"
"FAM222B::PRPSAP1","Mesenchymal tumor, NOS","Unknown site","1"
"FAM222B::MYO18A","Adenocarcinoma","Oesophagus","1"
"FAM222B::FLOT2","Transitional cell carcinoma","Bladder","1"
"FAM222B::FLOT2","Adenocarcinoma","Liver","1"
"FAM222B::DHRS13","Squamous cell carcinoma","Lung","1"
"FAM222B::CAT","Adenocarcinoma","Uterus, corpus","1"
"FAM222B::BPTF","Adenocarcinoma","Breast","1"
"FAM222B::ALDH6A1","Astrocytoma, grade I-II","Brain","1"
"FAM220A::SCGB1A1","Mesenchymal tumor, NOS","Unknown site","1"
"FAM219A::S1PR5","Squamous cell carcinoma","Lung","1"
"FAM219A::NLGN1","Malignant melanoma","Skin","1"
"FAM219A::MRTFB","Astrocytoma, grade I-II","Brain","1"
"FAM219A::CSTPP1","Adenocarcinoma","Adrenal","1"
"FAM217B::CDH12","Adenocarcinoma","Prostate","1"
"FAM216A::IGF1","Mesothelioma","Lung","1"
"FAM20C::MKRN1","Squamous cell carcinoma","Lung","1"
"FAM20B::RALGPS2","Adenocarcinoma","Stomach","1"
"FAM204A::AP1G2","Transitional cell carcinoma","Bladder","1"
"FAM200C::SLU7","Adenocarcinoma","Ovary","1"
"FAM193A::ZFYVE28","Adenocarcinoma","Stomach","1"
"FAM193A::TBC1D10C","Adenocarcinoma","Prostate","1"
"FAM193A::RGS12","Miscellaneous hematopoietic/lymphoid neoplasm, special type","","1"
"FAM193A::PLPP5","Adenocarcinoma","Prostate","1"
"FAM193A::MSANTD1","Mature B-cell neoplasm, NOS","","1"
"FAM193A::HTT","Adenocarcinoma","Stomach","1"
"FAM193A::FGFR3","Malignant melanoma","Skin","1"
"FAM186A::DIP2B","Mycosis fungoides/Sézary syndrome","","1"
"FAM180A::AHCYL2","Mesenchymal tumor, NOS","Unknown site","1"
"FAM177A1::PSMA6","Squamous cell carcinoma","Uterus, cervix","1"
"FAM177A1::PRORP","Adenocarcinoma","Lung","1"
"FAM177A1::AP4S1","Squamous cell carcinoma","Lung","1"
"FAM174B::LRRC49","Squamous cell carcinoma","Lung","1"
"FAM171B::ZNF75D","Squamous cell carcinoma","Nasopharynx","1"
"FAM171A1::MINDY3","Primitive neuroectodermal tumor/Medulloblastoma","Brain","1"
"FAM171A1::ITGA8","Adenocarcinoma","Ovary","1"
"FAM168B::ACTB","Adenocarcinoma","Thyroid","1"
"FAM168B::ACTB","Adenocarcinoma","Pancreas","1"
"FAM168A::TPCN2","Adenocarcinoma","Breast","1"
"FAM168A::TMEM135","Squamous cell carcinoma","Lung","1"
"FAM168A::SYT12","Mesenchymal tumor, NOS","Unknown site","1"
"FAM168A::SNX29","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FAM168A::SLC13A2","Adenocarcinoma","Breast","1"
"FAM168A::RAB6A","Adenocarcinoma","Ovary","1"
"FAM168A::RAB6A","Adenocarcinoma","Lung","1"
"FAM168A::PRKCQ","Adenocarcinoma","Ovary","1"
"FAM168A::PARVA","Adenocarcinoma","Uterus, corpus","1"
"FAM168A::OSBPL5","Mesenchymal tumor, NOS","Unknown site","1"
"FAM168A::MYEOV","Malignant melanoma","Skin","1"
"FAM168A::DCAF8","Adenocarcinoma","Ovary","1"
"FAM168A::COA4","Adenocarcinoma","Uterus, corpus","1"
"FAM168A::C5","Malignant epithelial tumor, special type","Adrenal","1"
"FAM168A::C2CD3","Adenocarcinoma","Uterus, corpus","1"
"FAM162B::ZUP1","Nonneoplastic epithelial disorder/lesion","Lung","1"
"FAM162A::CSTA","Adenocarcinoma","Prostate","1"
"FAM162A::CASR","Transitional cell carcinoma","Bladder","1"
"FAM162A::CASR","Adenocarcinoma","Stomach","1"
"FAM156A::XAGE2","Astrocytoma, grade I-II","Brain","1"
"FAM149B1::USP6NL","Adenocarcinoma","Breast","1"
"FAM13C::SUFU","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"FAM13C::S100P","Squamous cell carcinoma","Uterus, cervix","1"
"FAM13B::ECSCR","Malignant epithelial tumor, special type","Uterus, corpus","1"
"FAM13A::GAB1","Adenocarcinoma","Kidney","1"
"FAM13A::ABCG2","Malignant melanoma","Skin","1"
"FAM135A::LMO3","Adenocarcinoma","Ovary","1"
"FAM135A::FBXL4","Mesenchymal tumor, NOS","Unknown site","1"
"FAM135A::C6orf163","Adenocarcinoma","Kidney","1"
"FAM135A::ADGRG5","Adenocarcinoma","Uterus, corpus","1"
"FAM133B::CDK6","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"FAM131A::HTR3D","Adenocarcinoma","Stomach","1"
"FAM131A::BRAF","Adenosquamous carcinoma","Prostate","1"
"FAM124A::SPRYD7","Mesothelioma","Lung","1"
"FAM120B::SFI1","Adenocarcinoma","Gallbladder/Biliary system","1"
"FAM120A::SUSD1","Mesenchymal tumor, NOS","Unknown site","1"
"FAM120A::RABGAP1","Acute myeloid leukemia, NOS","","1"
"FAM120A::MAP4","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","1"
"FAM120A::COL27A1","Malignant epithelial tumor, special type","Oesophagus","1"
"FAM118B::ST3GAL4","Adenocarcinoma","Lung","1"
"FAM118B::DDX25","Adenocarcinoma","Breast","1"
"FAM118B::DCPS","Malignant melanoma","Skin","1"
"FAM118A::VAPB","Mesenchymal tumor, NOS","Unknown site","1"
"FAM118A::ST7L","Adenocarcinoma","Ovary","1"
"FAM118A::ST13","Malignant melanoma","Skin","1"
"FAM118A::SBF1","Transitional cell carcinoma","Bladder","1"
"FAM118A::NUP50","Adenocarcinoma","Ovary","1"
"FAM117B::UGCG","Adenocarcinoma","Liver","1"
"FAM117B::SEC62","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"FAM117B::BMPR2","Adenocarcinoma","Prostate","1"
"FAM117A::VMP1","Adenocarcinoma","Breast","1"
"FAM114A1::KCNIP4","Adenocarcinoma","Prostate","1"
"FAM114A1::DAB1","Adenocarcinoma","Stomach","1"
"FAM111B::GLYATL1","Adenocarcinoma","Breast","1"
"FAM111A::MYB","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"FAM110B::PLAG1","Adenoma","Salivary gland","1"
"FAM107B::PRKCQ","Diffuse large B-cell lymphoma","","1"
"FAHD2B::DROSHA","Squamous cell carcinoma","Lung","1"
"FAF2::METTL2A","Adenocarcinoma","Ovary","1"
"FAF2::KIAA1191","Adenocarcinoma","Ovary","1"
"FAF1::RAD51B","Adenocarcinoma","Gallbladder/Biliary system","1"
"FAF1::HOOK1","Adenocarcinoma","Breast","1"
"FAF1::EPS15","Transitional cell carcinoma","Bladder","1"
"FADS2::SHANK2","Adenocarcinoma","Liver","1"
"FADS2::GDPD4","Malignant melanoma","Skin","1"
"FADS2::EIF3F","Adenocarcinoma","Breast","1"
"FADS1::TMEM138","Squamous cell carcinoma","Lung","1"
"FADS1::SHANK2","Adenocarcinoma","Breast","1"
"FABP3::ADGRB2","Transitional cell carcinoma","Bladder","1"
"FAAP20::ZC3H11A","Adenocarcinoma","Prostate","1"
"FAAP100::NPLOC4","Squamous cell carcinoma","Lung","1"
"FAAH2::SSPN","Adenocarcinoma","Breast","1"
"FAAH2::NBDY","Adenocarcinoma","Breast","1"
"FA2H::GLG1","Adenocarcinoma","Stomach","1"
"F3::TOP6BL","Squamous cell carcinoma","Nasopharynx","1"
"F2::FOXH1","Adenocarcinoma","Liver","1"
"F13B::NR1I3","Adenocarcinoma","Liver","1"
"F11R::SPTA1","Squamous cell carcinoma","Lung","1"
"F11R::RBM4","Adenocarcinoma","Large intestine","1"
"F11R::PFDN2","Squamous cell carcinoma","Lung","1"
"F11R::NTRK1","Squamous cell carcinoma","Lung","1"
"F11R::NR1I3","Squamous cell carcinoma","Lung","1"
"F11R::NECTIN4","Adenocarcinoma","Stomach","1"
"F11R::LSM14A","Adenocarcinoma","Breast","1"
"F11R::DOCK6","Transitional cell carcinoma","Bladder","1"
"F11::NTRK1","Adenocarcinoma","Lung","1"
"EZR::ZNF596","Adenocarcinoma","Prostate","1"
"EZR::SNX9","Adenocarcinoma","Prostate","1"
"EZR::SLC22A2","Adenocarcinoma","Lung","1"
"EZR::ROS1","Squamous cell carcinoma","Lung","1"
"EZR::ROS1","Glioma, NOS","Brain","1"
"EZR::ROS1","Adenocarcinoma","Kidney","1"
"EZR::C1orf50","Adenocarcinoma","Ovary","1"
"EZR::C1ORF50","Adenocarcinoma","Ovary","1"
"EZH2::ZNF425","Malignant epithelial tumor, special type","Eye","1"
"EZH2::PUS7","Acute myeloid leukemia, NOS","","1"
"EZH1::PDSS2","Malignant epithelial tumor, special type","Adrenal","1"
"EZH1::PDSS2","Embryonal nervous system tumor, special type","Adrenal","1"
"EYS::STX11","Astrocytoma, grade I-II","Brain","1"
"EYS::FILIP1","Adenocarcinoma","Liver","1"
"EYS::DEK","Squamous cell carcinoma","Lung","1"
"EYS::CAMSAP3","Astrocytoma, grade I-II","Brain","1"
"EYS::ADGRB3","Adenocarcinoma","Prostate","1"
"EYA4::PKIB","Mesenchymal tumor, NOS","Unknown site","1"
"EYA4::MAP3K5","Mesenchymal tumor, NOS","Unknown site","1"
"EYA3::TMEM61","Adenocarcinoma","Stomach","1"
"EYA3::SYTL1","Adenocarcinoma","Breast","1"
"EYA3::GUCA1C","Adenocarcinoma","Lung","1"
"EYA2::SERINC3","Adenocarcinoma","Ovary","1"
"EYA2::PI3","Adenocarcinoma","Prostate","1"
"EYA1::NFIB","Adenocarcinoma","Salivary gland","1"
"EXTL3::RBPMS","Adenocarcinoma","Liver","1"
"EXTL3::PNOC","Adenocarcinoma","Ovary","1"
"EXTL3::MIDN","Adenocarcinoma","Stomach","1"
"EXTL2::DPH5","Adenocarcinoma","Breast","1"
"EXT2::TTC17","Adenocarcinoma","Ovary","1"
"EXT2::ALX4","Adenocarcinoma","Breast","1"
"EXT1::TINAGL1","Adenocarcinoma","Breast","1"
"EXT1::SAMD12","Squamous cell carcinoma","Oral cavity","1"
"EXT1::SAMD12","Adenocarcinoma","Stomach","1"
"EXT1::SAMD12","Adenocarcinoma","Ovary","1"
"EXT1::PTK2","Adenocarcinoma","Ovary","1"
"EXPH5::SLC35F2","Adenocarcinoma","Breast","1"
"EXOSC5::LEUTX","Astrocytoma, grade I-II","Brain","1"
"EXOSC4::NEIL2","Mesothelioma","Pleura","1"
"EXOSC4::NEIL2","Mesothelioma","Lung","1"
"EXOSC1::SORCS1","Adenocarcinoma","Breast","1"
"EXOSC1::CCDC144A","Adenocarcinoma","Breast","1"
"EXOSC10::MTOR","Adenocarcinoma","Breast","1"
"EXOC7::ST6GALNAC2","Adenocarcinoma","Breast","1"
"EXOC7::PRPSAP1","Osteosarcoma, NOS","Skeleton","1"
"EXOC7::CYTH1","Adenocarcinoma","Breast","1"
"EXOC7::ACHE","Adenocarcinoma","Ovary","1"
"EXOC6B::SLC4A5","Adenocarcinoma","Oesophagus","1"
"EXOC6B::SFXN5","Adenocarcinoma","Lung","1"
"EXOC6B::HNRNPLL","Transitional cell carcinoma","Bladder","1"
"EXOC6B::CPQ","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"EXOC6B::CASP10","Malignant melanoma","Skin","1"
"EXOC6::FFAR4","Squamous cell carcinoma","Lung","1"
"EXOC6::EYS","Benign epithelial tumor, special type","Thyroid","1"
"EXOC6::DTNB","Squamous cell carcinoma","Oral cavity","1"
"EXOC5::CCDC198","Adenocarcinoma","Breast","1"
"EXOC4::TRHDE","Acute promyelocytic leukemia (FAB type M3)","","1"
"EXOC4::NPFFR2","Adenocarcinoma","Ovary","1"
"EXOC4::LRGUK","Adenocarcinoma","Breast","1"
"EXOC4::GALNT17","Mesenchymal tumor, NOS","Unknown site","1"
"EXOC4::CHCHD3","Adenocarcinoma","Large intestine","1"
"EXOC4::BRAF","Adenocarcinoma","Lung","1"
"EXOC4::ATM","Adenocarcinoma","Breast","1"
"EXOC3::TRIP13","Malignant melanoma","Skin","1"
"EXOC3::TAGLN","Mesenchymal tumor, NOS","Unknown site","1"
"EXOC3::ERGIC1","Neuroblastoma","Adrenal","1"
"EXOC2::GMDS","Adenocarcinoma","Ovary","1"
"EXOC2::GCNT2","Mesenchymal tumor, NOS","Unknown site","1"
"EXOC2::FRMD4B","Squamous cell carcinoma","Nasopharynx","1"
"EXOC2::DUSP22","Anaplastic large cell lymphoma, systemic type","","1"
"EXOC1::NUP107","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"EXOC1::ARL9","Adenocarcinoma","Prostate","1"
"EXO5::MTF1","Mesenchymal tumor, NOS","Unknown site","1"
"EXD3::ZMYND19","Adenocarcinoma","Breast","1"
"EXD3::PNPLA7","Squamous cell carcinoma","Lung","1"
"EXD2::RAD51B","Adenocarcinoma","Stomach","1"
"EWSR1::ZNF444","Undifferentiated round cell sarcoma","Soft tissue","1"
"EWSR1::ZNF384","Acute undifferentiated leukemia","","1"
"EWSR1::ZBTB44","Soft tissue tumor, special type","Soft tissue","1"
"EWSR1::ZBTB41","Spindle cell/sclerosing rhabdomyosarcoma","Soft tissue","1"
"EWSR1::YY1","Mesothelioma","Soft tissue","1"
"EWSR1::YY1","Mesothelioma","Peritoneum","1"
"EWSR1::YY1","Mesothelioma","Lung","1"
